SourceFile,GPSLatitude,GPSLongitude
/Users/cassiebrooks/Desktop/pht/IMG_4402.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_2073.jpg,"48 deg 53' 25.12"" N","2 deg 23' 8.14"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9126.jpg,"53 deg 32' 13.62"" N","2 deg 1' 35.95"" W"
/Users/cassiebrooks/Desktop/pht/IMG_6215.jpg,"6 deg 4' 24.60"" N","116 deg 33' 31.87"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0664.jpg,"48 deg 52' 28.85"" N","2 deg 18' 55.49"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0857.jpg,"13 deg 45' 5.22"" N","100 deg 29' 34.68"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1591.jpg,"13 deg 45' 57.26"" N","100 deg 34' 9.80"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2098.jpg,"48 deg 51' 38.75"" N","2 deg 19' 25.46"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2926.jpg,"46 deg 11' 50.39"" N","6 deg 47' 21.38"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7686.jpg,"53 deg 32' 12.63"" N","2 deg 1' 31.68"" W"
/Users/cassiebrooks/Desktop/pht/IMG_7692.jpg,"53 deg 33' 10.79"" N","1 deg 59' 20.52"" W"
/Users/cassiebrooks/Desktop/pht/IMG_0843.jpg,"13 deg 45' 5.39"" N","100 deg 29' 32.01"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5913.jpg,"1 deg 17' 1.14"" N","103 deg 51' 55.75"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5907.jpg,"1 deg 17' 1.17"" N","103 deg 51' 55.72"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3621.jpg,"48 deg 52' 44.25"" N","2 deg 20' 30.59"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5250.jpg,"51 deg 32' 28.77"" N","0 deg 8' 42.43"" W"
/Users/cassiebrooks/Desktop/pht/IMG_6759.jpg,"8 deg 23' 1.84"" S","116 deg 24' 3.22"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0328.jpg,"48 deg 52' 25.63"" N","2 deg 21' 1.26"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6981.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_8774.jpg,"48 deg 51' 29.55"" N","2 deg 21' 12.77"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7447.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_8012.jpg,"48 deg 48' 18.34"" N","2 deg 25' 31.13"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7321.jpg,"48 deg 51' 29.38"" N","2 deg 21' 21.34"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3147.jpg,"41 deg 59' 5.66"" N","2 deg 49' 43.73"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4628.jpg,"48 deg 53' 12.01"" N","2 deg 19' 31.57"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5522.jpg,"48 deg 52' 43.10"" N","2 deg 20' 23.02"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3153.jpg,"41 deg 53' 9.73"" N","2 deg 57' 21.50"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8006.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_7335.jpg,"47 deg 23' 16.21"" N","0 deg 41' 1.07"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1744.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_7453.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_3635.jpg,"48 deg 52' 43.07"" N","2 deg 20' 27.73"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5244.jpg,"51 deg 32' 28.77"" N","0 deg 8' 42.52"" W"
/Users/cassiebrooks/Desktop/pht/IMG_6765.jpg,"8 deg 23' 2.03"" S","116 deg 24' 3.19"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8990.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_0314.jpg,"48 deg 52' 25.76"" N","2 deg 21' 0.95"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8748.jpg,"48 deg 48' 19.14"" N","2 deg 25' 31.50"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4172.jpg,"48 deg 48' 19.02"" N","2 deg 25' 32.17"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2503.jpg,"48 deg 52' 32.98"" N","2 deg 20' 18.19"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2265.jpg,"52 deg 21' 39.16"" N","4 deg 52' 33.00"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6003.jpg,"1 deg 16' 53.32"" N","103 deg 51' 51.16"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7309.jpg,"1 deg 17' 15.20"" N","103 deg 51' 38.34"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6480.m4v,"8 deg 30' 52.52"" S","115 deg 15' 50.36"" E"
/Users/cassiebrooks/Desktop/pht/8DBB0611-9C11-43ED-B2E5-853472673192.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_1778.jpg,"14 deg 21' 34.62"" N","99 deg 8' 32.02"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6017.jpg,"1 deg 16' 54.41"" N","103 deg 51' 51.05"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4166.jpg,"48 deg 48' 19.81"" N","2 deg 25' 32.49"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3609.jpg,"43 deg 17' 49.90"" N","5 deg 21' 47.73"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2517.jpg,"48 deg 48' 19.04"" N","2 deg 25' 32.69"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6771.jpg,"8 deg 23' 2.15"" S","116 deg 24' 3.16"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8984.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_0300.jpg,"48 deg 48' 12.71"" N","2 deg 25' 37.11"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6942.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_5293.jpg,"51 deg 30' 39.52"" N","0 deg 6' 37.57"" W"
/Users/cassiebrooks/Desktop/pht/IMG_3184.jpg,"41 deg 23' 14.96"" N","2 deg 10' 10.94"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1793.jpg,"14 deg 21' 34.38"" N","99 deg 8' 30.97"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1787.jpg,"14 deg 22' 21.56"" N","99 deg 8' 43.58"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0499.jpg,"48 deg 53' 12.32"" N","2 deg 19' 32.99"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3190.jpg,"42 deg 20' 10.03"" N","0 deg 42' 25.97"" W"
/Users/cassiebrooks/Desktop/pht/IMG_4199.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_6956.jpg,"8 deg 53' 39.34"" S","116 deg 17' 2.47"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7490.jpg,"48 deg 48' 19.73"" N","2 deg 25' 32.55"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3806.jpg,"48 deg 52' 28.17"" N","2 deg 46' 30.82"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1977.jpg,"49 deg 7' 54.64"" N","2 deg 34' 25.31"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1963.jpg,"49 deg 7' 53.88"" N","2 deg 34' 25.05"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0754.m4v,"48 deg 53' 5.60"" N","2 deg 19' 31.40"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3812.jpg,"48 deg 52' 21.31"" N","2 deg 46' 33.39"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3755.jpg,"48 deg 53' 28.28"" N","2 deg 23' 38.52"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7533.jpg,"48 deg 52' 15.06"" N","2 deg 20' 49.37"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1142.jpg,"8 deg 0' 38.41"" N","98 deg 50' 17.37"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1624.jpg,"13 deg 45' 56.52"" N","100 deg 34' 10.63"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8166.jpg,"48 deg 48' 41.66"" N","2 deg 23' 7.36"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7255.jpg,"1 deg 17' 25.20"" N","103 deg 51' 32.32"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5442.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_4748.jpg,"48 deg 48' 19.68"" N","2 deg 25' 33.56"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3027.jpg,"43 deg 19' 49.89"" N","6 deg 39' 23.94"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4990.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_2339.jpg,"48 deg 48' 12.65"" N","2 deg 25' 36.89"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5456.jpg,"51 deg 30' 7.10"" N","0 deg 9' 32.86"" W"
/Users/cassiebrooks/Desktop/pht/IMG_1630.jpg,"13 deg 45' 56.57"" N","100 deg 34' 10.71"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8172.jpg,"48 deg 48' 42.10"" N","2 deg 23' 7.03"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7241.jpg,"1 deg 17' 22.06"" N","103 deg 51' 32.65"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1156.jpg,"8 deg 0' 44.89"" N","98 deg 50' 13.33"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6639.jpg,"8 deg 23' 1.73"" S","116 deg 24' 3.22"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3999.jpg,"48 deg 53' 12.31"" N","2 deg 19' 32.51"" E"
/Users/cassiebrooks/Desktop/pht/79ddce5c-8558-4459-9bff-8d877789bf5c.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_3741.jpg,"48 deg 48' 20.34"" N","2 deg 25' 34.87"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0260.jpg,"48 deg 51' 9.83"" N","2 deg 22' 6.84"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6611.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_3769.jpg,"48 deg 53' 28.16"" N","2 deg 23' 37.54"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4006.jpg,"48 deg 48' 19.54"" N","2 deg 25' 33.15"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2311.jpg,"51 deg 3' 13.04"" N","3 deg 43' 29.86"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6177.jpg,"6 deg 4' 29.81"" N","116 deg 33' 31.32"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9244.jpg,"48 deg 52' 46.00"" N","2 deg 17' 0.00"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1618.jpg,"13 deg 45' 56.51"" N","100 deg 34' 10.41"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0506.jpg,"48 deg 51' 12.99"" N","2 deg 47' 5.20"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7269.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_6163.jpg,"6 deg 4' 29.64"" N","116 deg 33' 31.46"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9250.jpg,"48 deg 48' 19.25"" N","2 deg 25' 32.54"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0512.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_4774.jpg,"48 deg 48' 19.50"" N","2 deg 25' 32.72"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2305.jpg,"51 deg 3' 25.43"" N","3 deg 43' 18.12"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4012.jpg,"48 deg 48' 19.26"" N","2 deg 25' 33.15"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8628.jpg,"47 deg 30' 0.89"" N","3 deg 8' 54.27"" W"
/Users/cassiebrooks/Desktop/pht/IMG_6605.jpg,"8 deg 18' 5.46"" S","116 deg 24' 29.56"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1181.jpg,"8 deg 0' 47.32"" N","98 deg 50' 11.24"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6836.jpg,"8 deg 21' 24.86"" S","116 deg 4' 29.96"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3796.jpg,"48 deg 51' 56.52"" N","2 deg 46' 45.62"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5481.jpg,"48 deg 53' 12.49"" N","2 deg 19' 32.31"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7296.jpg,"1 deg 17' 8.15"" N","103 deg 51' 31.80"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6188.jpg,"6 deg 4' 29.40"" N","116 deg 33' 30.72"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7282.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_5495.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_3782.jpg,"48 deg 48' 9.80"" N","2 deg 25' 34.40"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1195.jpg,"8 deg 0' 37.18"" N","98 deg 50' 15.55"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6822.jpg,"8 deg 21' 25.08"" S","116 deg 4' 29.11"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3972.jpg,"48 deg 51' 20.13"" N","2 deg 21' 35.45"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1803.jpg,"14 deg 21' 35.59"" N","99 deg 8' 34.02"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1817.jpg,"14 deg 21' 42.04"" N","99 deg 8' 34.35"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3966.jpg,"48 deg 54' 12.56"" N","2 deg 21' 53.62"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5640.jpg,"1 deg 17' 1.49"" N","103 deg 51' 38.03"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3231.jpg,"42 deg 14' 39.68"" N","0 deg 10' 19.75"" W"
/Users/cassiebrooks/Desktop/pht/IMG_5898.jpg,"1 deg 17' 1.57"" N","103 deg 51' 55.37"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7057.jpg,"7 deg 45' 10.31"" S","110 deg 29' 36.46"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8364.jpg,"45 deg 53' 11.56"" N","8 deg 32' 2.98"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0738.jpg,"48 deg 51' 4.46"" N","2 deg 24' 8.32"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1426.jpg,"7 deg 37' 50.20"" N","99 deg 1' 55.30"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6349.jpg,"8 deg 31' 6.23"" S","115 deg 15' 33.51"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1340.jpg,"7 deg 28' 5.51"" N","99 deg 5' 52.96"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7731.jpg,"48 deg 51' 31.11"" N","2 deg 20' 59.25"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8402.jpg,"45 deg 53' 34.19"" N","8 deg 31' 25.84"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2891.jpg,"46 deg 9' 27.32"" N","6 deg 42' 45.30"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2649.jpg,"47 deg 12' 1.43"" N","1 deg 34' 26.66"" W"
/Users/cassiebrooks/Desktop/pht/IMG_2885.jpg,"46 deg 8' 54.91"" N","6 deg 43' 17.98"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3543.jpg,"51 deg 30' 45.28"" N","0 deg 8' 17.44"" W"
/Users/cassiebrooks/Desktop/pht/IMG_5132.jpg,"48 deg 49' 54.20"" N","2 deg 24' 43.33"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1354.jpg,"7 deg 28' 10.34"" N","99 deg 5' 57.47"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7725.jpg,"48 deg 51' 31.11"" N","2 deg 20' 59.25"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8416.jpg,"45 deg 53' 42.18"" N","8 deg 31' 43.34"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7043.jpg,"7 deg 48' 59.12"" S","110 deg 21' 32.98"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8370.jpg,"45 deg 53' 7.53"" N","8 deg 32' 20.59"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1432.jpg,"7 deg 37' 50.07"" N","99 deg 1' 55.41"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5654.jpg,"1 deg 16' 59.98"" N","103 deg 51' 37.62"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3225.jpg,"42 deg 14' 39.96"" N","0 deg 10' 19.78"" W"
/Users/cassiebrooks/Desktop/pht/IMG_8358.jpg,"45 deg 53' 9.99"" N","8 deg 31' 54.46"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0704.jpg,"48 deg 51' 35.27"" N","2 deg 20' 52.57"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6375.jpg,"8 deg 31' 7.74"" S","115 deg 15' 29.17"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4204.jpg,"48 deg 48' 19.33"" N","2 deg 25' 33.67"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2675.jpg,"48 deg 52' 42.18"" N","2 deg 20' 26.92"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6413.jpg,"8 deg 31' 8.14"" S","115 deg 15' 28.51"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6407.jpg,"8 deg 31' 10.35"" S","115 deg 15' 24.47"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1368.jpg,"7 deg 28' 12.74"" N","99 deg 6' 2.96"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7719.jpg,"48 deg 51' 29.51"" N","2 deg 21' 12.49"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4210.jpg,"48 deg 48' 18.73"" N","2 deg 25' 31.93"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2661.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_5668.jpg,"1 deg 16' 59.83"" N","103 deg 51' 37.57"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2107.jpg,"48 deg 51' 36.55"" N","2 deg 19' 41.04"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3219.jpg,"42 deg 14' 39.92"" N","0 deg 10' 17.66"" W"
/Users/cassiebrooks/Desktop/pht/IMG_4576.jpg,"48 deg 53' 33.93"" N","2 deg 14' 7.14"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9052.jpg,"48 deg 51' 45.09"" N","2 deg 20' 46.00"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6361.jpg,"8 deg 31' 3.74"" S","115 deg 15' 33.23"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0923.jpg,"13 deg 44' 30.78"" N","100 deg 30' 24.94"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7094.jpg,"7 deg 45' 6.32"" S","110 deg 29' 28.94"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0885 (1).jpg,"13 deg 45' 10.01"" N","100 deg 29' 17.43"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5683.jpg,"1 deg 16' 58.19"" N","103 deg 51' 37.43"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3594.jpg,"43 deg 18' 28.34"" N","5 deg 22' 3.53"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5572.m4v,"48 deg 53' 12.48"" N","2 deg 19' 32.52"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1397.jpg,"7 deg 37' 50.03"" N","99 deg 1' 55.74"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2846.jpg,"46 deg 11' 24.26"" N","6 deg 40' 34.09"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5566.m4v,"48 deg 53' 13.16"" N","2 deg 19' 32.12"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3580.jpg,"48 deg 52' 37.35"" N","2 deg 20' 18.16"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5697.jpg,"1 deg 16' 58.88"" N","103 deg 51' 36.41"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0937.jpg,"13 deg 43' 40.93"" N","100 deg 30' 47.85"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7080.jpg,"7 deg 45' 6.75"" S","110 deg 29' 28.44"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5867.jpg,"1 deg 17' 1.06"" N","103 deg 51' 55.75"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9085.jpg,"48 deg 48' 19.14"" N","2 deg 25' 31.25"" E"
/Users/cassiebrooks/Desktop/pht/CEF55B41-A211-4EA6-9E6E-03F94E8BD589.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_9091.jpg,"48 deg 48' 18.89"" N","2 deg 25' 31.65"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3895.m4v,"48 deg 53' 39.44"" N","2 deg 23' 34.44"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5873.jpg,"1 deg 17' 0.52"" N","103 deg 51' 55.75"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8399.jpg,"45 deg 53' 41.30"" N","8 deg 31' 36.92"" E"
/Users/cassiebrooks/Desktop/pht/0da9ce1a-a61c-4cfc-9cf1-dadc6ed5cebf.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_9087.jpg,"48 deg 48' 18.72"" N","2 deg 25' 31.89"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5865.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_5871.jpg,"1 deg 17' 0.57"" N","103 deg 51' 55.75"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3897.m4v,"48 deg 53' 39.12"" N","2 deg 23' 34.76"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9093.jpg,"48 deg 48' 18.78"" N","2 deg 25' 31.57"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0909.jpg,"13 deg 44' 37.66"" N","100 deg 29' 20.75"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2878.jpg,"46 deg 8' 47.85"" N","6 deg 43' 20.26"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7928.jpg,"48 deg 52' 15.00"" N","2 deg 20' 49.91"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1381.jpg,"7 deg 28' 24.65"" N","99 deg 5' 57.25"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3596.jpg,"43 deg 18' 19.59"" N","5 deg 21' 54.18"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5681.jpg,"1 deg 16' 58.43"" N","103 deg 51' 37.54"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5859.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_7096.jpg,"7 deg 45' 6.32"" S","110 deg 29' 28.94"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6388.jpg,"8 deg 31' 7.71"" S","115 deg 15' 29.17"" E"
/Users/cassiebrooks/Desktop/pht/IMG_0921.jpg,"13 deg 44' 20.98"" N","100 deg 30' 1.35"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7082.jpg,"7 deg 45' 7.68"" S","110 deg 29' 25.78"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5695.jpg,"1 deg 16' 58.36"" N","103 deg 51' 37.38"" E"
/Users/cassiebrooks/Desktop/pht/510175b2-814e-4b52-b224-a96d7fd35154.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_3582.jpg,"48 deg 53' 13.16"" N","2 deg 19' 31.81"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2844.jpg,"46 deg 11' 24.63"" N","6 deg 40' 33.74"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1395.jpg,"7 deg 28' 14.18"" N","99 deg 5' 50.77"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6411.jpg,"8 deg 31' 9.41"" S","115 deg 15' 28.02"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5118.jpg,"48 deg 49' 56.92"" N","2 deg 24' 39.39"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2677.jpg,"48 deg 52' 42.59"" N","2 deg 20' 27.61"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4206.jpg,"48 deg 48' 18.93"" N","2 deg 25' 31.69"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2111.jpg,"48 deg 50' 37.27"" N","2 deg 44' 9.76"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6377.jpg,"8 deg 31' 7.74"" S","115 deg 15' 29.17"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1418.jpg,"7 deg 37' 50.11"" N","99 deg 1' 55.52"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7069.jpg,"7 deg 45' 8.58"" S","110 deg 29' 29.49"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6363.jpg,"8 deg 31' 3.74"" S","115 deg 15' 33.23"" E"
/Users/cassiebrooks/Desktop/pht/IMG_4574.jpg,"48 deg 53' 32.31"" N","2 deg 14' 11.40"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2105.jpg,"48 deg 51' 44.02"" N","2 deg 19' 29.56"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2663.jpg,-,-
/Users/cassiebrooks/Desktop/pht/IMG_4212.jpg,"48 deg 48' 18.74"" N","2 deg 25' 31.76"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8428.jpg,"45 deg 53' 33.19"" N","8 deg 31' 30.78"" E"
/Users/cassiebrooks/Desktop/pht/IMG_6405.jpg,"8 deg 31' 10.03"" S","115 deg 15' 26.59"" E"
/Users/cassiebrooks/Desktop/pht/IMG_2893.jpg,"46 deg 10' 12.87"" N","6 deg 43' 3.53"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7733.jpg,"48 deg 51' 31.11"" N","2 deg 20' 59.25"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8400.jpg,"45 deg 53' 41.30"" N","8 deg 31' 36.92"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1342.jpg,"7 deg 28' 5.45"" N","99 deg 5' 52.85"" E"
/Users/cassiebrooks/Desktop/pht/IMG_9078.jpg,"48 deg 51' 18.70"" N","2 deg 46' 55.93"" E"
/Users/cassiebrooks/Desktop/pht/IMG_1424.jpg,"7 deg 37' 50.11"" N","99 deg 1' 55.52"" E"
/Users/cassiebrooks/Desktop/pht/IMG_7055.jpg,"7 deg 45' 11.93"" S","110 deg 29' 38.58"" E"
/Users/cassiebrooks/Desktop/pht/IMG_8366.jpg,"45 deg 52' 58.40"" N","8 deg 32' 28.64"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3233.jpg,"42 deg 14' 39.68"" N","0 deg 10' 19.75"" W"
/Users/cassiebrooks/Desktop/pht/IMG_5642.jpg,"1 deg 17' 1.52"" N","103 deg 51' 38.09"" E"
/Users/cassiebrooks/Desktop/pht/IMG_3227.jpg,"42 deg 14' 39.73"" N","0 deg 10' 20.22"" W"
/Users/cassiebrooks/Desktop/pht/IMG_2139.jpg,"48 deg 52' 42.36"" N","2 deg 20' 26.78"" E"
/Users/cassiebrooks/Desktop/pht/IMG_5656.jpg,"1 deg 16' 59.98"" N","103 deg 51' 37.62"" E"
